tav;x;y
9.8;605628;473187
14.2;579684;472513
13.9;576760;475107
14.2;625250;471939
10.2;626224;478531
15.8;641305;472509
13.6;601356;475656
17;578128;469040
16.3;607987;470844
17.6;614022;469084
9.4;583180;474045
17.5;611286;466531
14.9;622324;470765
15.7;585907;473194
17.3;648317;471991
15.6;549596;471797
16.6;567783;472294
17.1;633296;473882
10.7;584480;475606
13.9;647945;472294
17.4;604152;474054
18.7;610873;467999
18.1;616960;467346
17.3;634261;465878
16.6;627997;473954
18.4;605801;467364
19.6;626471;469214
16.7;609659;472639
18.2;608898;477619
12.4;605628;473187
16;579684;472513
16.6;576760;475107
16.1;625250;471939
11.2;626224;478531
17.9;641305;472509
16;601356;475656
18.3;578128;469040
18.5;607987;470844
19.1;614022;469084
11.7;583180;474045
18.8;611286;466531
17.4;622324;470765
17.7;585907;473194
18.7;648317;471991
12.9;549596;471797
14.7;633296;473882
8.6;584480;475606
9.7;647945;472294
16.8;610873;467999
15.4;616960;467346
14.8;634261;465878
13.9;627997;473954
16.4;605801;467364
16.4;626471;469214
14.2;609659;472639
15.9;608898;477619
10.1;605628;473187
13.7;579684;472513
13.6;576760;475107
13.6;625250;471939
10.2;626224;478531
15;641305;472509
12.9;601356;475656
16.1;578128;469040
15.8;607987;470844
16.4;614022;469084
9.7;583180;474045
16.9;611286;466531
13.6;622324;470765
14.6;585907;473194
16;648317;471991
17.4;549596;471797
16.8;567783;472294
16.9;633296;473882
11.3;584480;475606
12.2;647945;472294
16.2;604152;474054
18.7;610873;467999
19.1;616960;467346
18.8;634261;465878
16.1;627997;473954
17.7;605801;467364
19.5;626471;469214
16.1;609659;472639
18;608898;477619
13.1;605628;473187
16;579684;472513
15.6;576760;475107
15.8;625250;471939
11.8;626224;478531
16.7;641305;472509
14;601356;475656
18.6;578128;469040
18.3;607987;470844
18.8;614022;469084
12.4;583180;474045
19.3;611286;466531
17.5;622324;470765
17.4;585907;473194
17.6;648317;471991
18.4;549596;471797
18.8;633296;473882
11.3;584480;475606
16;647945;472294
21.6;610873;467999
20.4;616960;467346
19.6;634261;465878
18.1;627997;473954
21.1;605801;467364
22.1;626471;469214
17.7;609659;472639
17.9;608898;477619
13.2;605628;473187
18.1;579684;472513
17.1;576760;475107
18.3;625250;471939
11.8;626224;478531
19.2;641305;472509
15.3;601356;475656
20.8;578128;469040
20.9;607987;470844
21.9;614022;469084
12.7;583180;474045
21.4;611286;466531
18.9;622324;470765
19.8;585907;473194
20.2;648317;471991
17.1;549596;471797
17.9;633296;473882
11.9;584480;475606
12.8;647945;472294
20;610873;467999
18.3;616960;467346
17.7;634261;465878
17.3;627997;473954
19.6;605801;467364
19.8;626471;469214
17;609659;472639
18.3;608898;477619
13;605628;473187
16.7;579684;472513
16.9;576760;475107
15.7;625250;471939
12.4;626224;478531
17.7;641305;472509
16.2;601356;475656
19.1;578128;469040
19;607987;470844
19.7;614022;469084
13;583180;474045
19.7;611286;466531
16.2;622324;470765
18.3;585907;473194
17.7;648317;471991
18.8;549596;471797
18.3;567783;472294
18.9;633296;473882
12.5;584480;475606
14.6;647945;472294
17.4;604152;474054
21.7;610873;467999
21.4;616960;467346
20.9;634261;465878
17.9;627997;473954
20.6;605801;467364
21.7;626471;469214
17.5;609659;472639
18.5;608898;477619
14.2;605628;473187
17.5;579684;472513
16.4;576760;475107
17.8;625250;471939
12.5;626224;478531
18.8;641305;472509
15.9;601356;475656
20.9;578128;469040
20;607987;470844
21.4;614022;469084
13.3;583180;474045
21.7;611286;466531
19.5;622324;470765
18.9;585907;473194
20.1;648317;471991
17.1;549596;471797
18.4;633296;473882
10.1;584480;475606
13.4;647945;472294
20.8;610873;467999
19.5;616960;467346
18.8;634261;465878
17.5;627997;473954
20.7;605801;467364
20.7;626471;469214
17.3;609659;472639
17.5;608898;477619
12.3;605628;473187
17.3;579684;472513
16.1;576760;475107
16.9;625250;471939
11.4;626224;478531
18.5;641305;472509
14.4;601356;475656
20.4;578128;469040
19.3;607987;470844
20.5;614022;469084
11.7;583180;474045
20.9;611286;466531
18.2;622324;470765
18.4;585907;473194
19.6;648317;471991
20.8;549596;471797
20;567783;472294
20.4;633296;473882
13.9;584480;475606
16.4;647945;472294
19.5;604152;474054
23;610873;467999
22.3;616960;467346
21.6;634261;465878
19.8;627997;473954
22;605801;467364
23;626471;469214
19.3;609659;472639
19.6;608898;477619
15.6;605628;473187
19.2;579684;472513
18.5;576760;475107
20;625250;471939
14.4;626224;478531
20.5;641305;472509
17.2;601356;475656
21.8;578128;469040
21.6;607987;470844
23;614022;469084
14.9;583180;474045
22.8;611286;466531
20.5;622324;470765
20.7;585907;473194
21.2;648317;471991
21.7;549596;471797
21.7;567783;472294
21.6;633296;473882
14.7;584480;475606
18.1;647945;472294
21.2;604152;474054
24;610873;467999
23.3;616960;467346
22.3;634261;465878
21.1;627997;473954
23.8;605801;467364
23.7;626471;469214
21.3;609659;472639
21.3;608898;477619
16.6;605628;473187
20.7;579684;472513
20.4;576760;475107
20.6;625250;471939
15.5;626224;478531
21.6;641305;472509
19;601356;475656
23.1;578128;469040
23.4;607987;470844
23.9;614022;469084
16.2;583180;474045
24.3;611286;466531
21.8;622324;470765
21.9;585907;473194
21.8;648317;471991
17.3;549596;471797
19.4;633296;473882
11.5;584480;475606
14.9;647945;472294
21.5;610873;467999
21.2;616960;467346
20.5;634261;465878
19.1;627997;473954
20.6;605801;467364
21.9;626471;469214
18.7;609659;472639
18.3;608898;477619
14.4;605628;473187
17.4;579684;472513
16.2;576760;475107
17.9;625250;471939
13;626224;478531
19.8;641305;472509
16.3;601356;475656
20.7;578128;469040
20.6;607987;470844
21;614022;469084
13.2;583180;474045
21.7;611286;466531
19.7;622324;470765
19.2;585907;473194
20.7;648317;471991
12.6;549596;471797
14.9;633296;473882
6.3;584480;475606
8.1;647945;472294
16.9;610873;467999
15;616960;467346
13.6;634261;465878
14;627997;473954
16.8;605801;467364
16.9;626471;469214
13.4;609659;472639
15.5;608898;477619
8.3;605628;473187
13.1;579684;472513
12.5;576760;475107
12.8;625250;471939
8.4;626224;478531
15.3;641305;472509
12.4;601356;475656
16.3;578128;469040
15.5;607987;470844
16.6;614022;469084
7.7;583180;474045
16.6;611286;466531
12.8;622324;470765
14.5;585907;473194
16.2;648317;471991
16.4;549596;471797
17.2;633296;473882
11.4;584480;475606
11.9;647945;472294
18.5;610873;467999
17.9;616960;467346
16.7;634261;465878
16.5;627997;473954
18.2;605801;467364
18.9;626471;469214
16.6;609659;472639
16.9;608898;477619
12.3;605628;473187
15.9;579684;472513
15.5;576760;475107
15.6;625250;471939
11.5;626224;478531
17.2;641305;472509
14.1;601356;475656
18.2;578128;469040
18.5;607987;470844
18.3;614022;469084
12;583180;474045
18.6;611286;466531
16.5;622324;470765
17.3;585907;473194
17.9;648317;471991
19.5;549596;471797
19.7;633296;473882
12.6;584480;475606
14.3;647945;472294
21.3;610873;467999
21.6;616960;467346
21;634261;465878
19.3;627997;473954
20.5;605801;467364
22.2;626471;469214
19.4;609659;472639
19.4;608898;477619
15.3;605628;473187
18.5;579684;472513
18;576760;475107
18.1;625250;471939
13.4;626224;478531
19.9;641305;472509
17.1;601356;475656
21.5;578128;469040
21.3;607987;470844
21.3;614022;469084
14.1;583180;474045
21.4;611286;466531
19.9;622324;470765
20.6;585907;473194
20.8;648317;471991
16.5;549596;471797
17.6;633296;473882
8.8;584480;475606
10.6;647945;472294
20.3;610873;467999
18.9;616960;467346
18;634261;465878
17.2;627997;473954
20.4;605801;467364
19.8;626471;469214
17;609659;472639
18.3;608898;477619
11.7;605628;473187
16.8;579684;472513
16.9;576760;475107
15.6;625250;471939
9.9;626224;478531
18;641305;472509
16;601356;475656
19.4;578128;469040
18.8;607987;470844
19.5;614022;469084
10.7;583180;474045
20.2;611286;466531
16.1;622324;470765
18.5;585907;473194
19;648317;471991
11.2;549596;471797
13.6;633296;473882
6.3;584480;475606
6.8;647945;472294
16.8;610873;467999
15;616960;467346
13.6;634261;465878
12.9;627997;473954
17.1;605801;467364
16;626471;469214
13.4;609659;472639
15;608898;477619
8.6;605628;473187
12.5;579684;472513
12.7;576760;475107
11.8;625250;471939
8.1;626224;478531
13.8;641305;472509
12.4;601356;475656
16.4;578128;469040
15.3;607987;470844
16;614022;469084
7.2;583180;474045
17;611286;466531
11.6;622324;470765
13.8;585907;473194
14.6;648317;471991
15.5;549596;471797
15.3;633296;473882
8.9;584480;475606
9.5;647945;472294
17.5;610873;467999
16.7;616960;467346
15.7;634261;465878
14.5;627997;473954
17.8;605801;467364
16.9;626471;469214
14.5;609659;472639
16.1;608898;477619
10.4;605628;473187
15.1;579684;472513
14.6;576760;475107
14;625250;471939
9.6;626224;478531
15.3;641305;472509
12.9;601356;475656
17.3;578128;469040
16.6;607987;470844
16.5;614022;469084
9.7;583180;474045
17.8;611286;466531
14.1;622324;470765
15.6;585907;473194
16.1;648317;471991
21.2;549596;471797
20.1;633296;473882
18.7;584480;475606
19;647945;472294
20.8;610873;467999
23;616960;467346
22.7;634261;465878
19;627997;473954
19.7;605801;467364
21.4;626471;469214
20.2;609659;472639
19.4;608898;477619
19.3;605628;473187
19.5;579684;472513
18;576760;475107
19.6;625250;471939
18.7;626224;478531
19.4;641305;472509
16.9;601356;475656
19.6;578128;469040
22.1;607987;470844
20.4;614022;469084
19.1;583180;474045
22.1;611286;466531
21.4;622324;470765
20.4;585907;473194
20.6;648317;471991
22.4;549596;471797
21.1;567783;472294
23;633296;473882
17.5;584480;475606
20.9;647945;472294
20.9;604152;474054
25.2;610873;467999
25.2;616960;467346
25.2;634261;465878
21.7;627997;473954
23.1;605801;467364
24.9;626471;469214
22.3;609659;472639
19.9;608898;477619
19.6;605628;473187
20.5;579684;472513
19.8;576760;475107
22.3;625250;471939
18.4;626224;478531
22.7;641305;472509
18.9;601356;475656
22.8;578128;469040
24.1;607987;470844
23.8;614022;469084
18;583180;474045
24.9;611286;466531
24.1;622324;470765
22.7;585907;473194
24.4;648317;471991
17.6;549596;471797
19;567783;472294
20.1;633296;473882
11.6;584480;475606
17.4;647945;472294
18.3;604152;474054
22.2;610873;467999
20.9;616960;467346
20.2;634261;465878
19.1;627997;473954
22;605801;467364
21.8;626471;469214
17.8;609659;472639
18.5;608898;477619
12.7;605628;473187
17.8;579684;472513
16.2;576760;475107
18.5;625250;471939
13;626224;478531
20.6;641305;472509
16.2;601356;475656
21.5;578128;469040
20.7;607987;470844
21.7;614022;469084
12.4;583180;474045
22;611286;466531
21.2;622324;470765
20;585907;473194
21.7;648317;471991
20.4;549596;471797
21.4;567783;472294
21.4;633296;473882
14.4;584480;475606
18.8;647945;472294
21.4;604152;474054
23.7;610873;467999
22.7;616960;467346
21.7;634261;465878
21;627997;473954
23.6;605801;467364
23.7;626471;469214
20.9;609659;472639
20.5;608898;477619
16;605628;473187
20.1;579684;472513
19.1;576760;475107
20.8;625250;471939
15.7;626224;478531
21.7;641305;472509
19.4;601356;475656
23.2;578128;469040
23.1;607987;470844
23.5;614022;469084
15.4;583180;474045
23.7;611286;466531
21.8;622324;470765
21.9;585907;473194
22.4;648317;471991
22.8;549596;471797
22.6;567783;472294
23.7;633296;473882
17.2;584480;475606
20.1;647945;472294
22.7;604152;474054
25.5;610873;467999
25.3;616960;467346
24.3;634261;465878
23;627997;473954
25.3;605801;467364
25.7;626471;469214
22.7;609659;472639
22.5;608898;477619
18.9;605628;473187
21.9;579684;472513
21.6;576760;475107
22.6;625250;471939
17.6;626224;478531
23.9;641305;472509
20.6;601356;475656
25;578128;469040
24.8;607987;470844
25.2;614022;469084
18.1;583180;474045
26;611286;466531
24;622324;470765
23.8;585907;473194
24.7;648317;471991
21.3;549596;471797
22.6;567783;472294
23.9;633296;473882
16.1;584480;475606
21.2;647945;472294
22;604152;474054
25.8;610873;467999
25.1;616960;467346
25.1;634261;465878
22.8;627997;473954
25.3;605801;467364
26.2;626471;469214
21.9;609659;472639
20.5;608898;477619
17.7;605628;473187
21.2;579684;472513
20.4;576760;475107
22.2;625250;471939
15.4;626224;478531
24.2;641305;472509
19.5;601356;475656
24.7;578128;469040
24.7;607987;470844
25.2;614022;469084
17.7;583180;474045
25.9;611286;466531
24;622324;470765
24.1;585907;473194
25.2;648317;471991
19.1;549596;471797
21.4;633296;473882
12.8;584480;475606
18.1;647945;472294
23.3;610873;467999
22.1;616960;467346
21.3;634261;465878
20.7;627997;473954
23.2;605801;467364
23.9;626471;469214
19.9;609659;472639
19.7;608898;477619
14.9;605628;473187
19.5;579684;472513
18.3;576760;475107
20.1;625250;471939
14;626224;478531
22.1;641305;472509
18.4;601356;475656
22.8;578128;469040
22.6;607987;470844
22.9;614022;469084
15;583180;474045
23.3;611286;466531
21.4;622324;470765
21.6;585907;473194
22.9;648317;471991
18.4;549596;471797
20.5;633296;473882
12.4;584480;475606
15.8;647945;472294
22.4;610873;467999
21.1;616960;467346
20.8;634261;465878
19.6;627997;473954
21.8;605801;467364
23.1;626471;469214
19.1;609659;472639
19.8;608898;477619
14.2;605628;473187
18.7;579684;472513
18.2;576760;475107
19.1;625250;471939
14;626224;478531
21.1;641305;472509
17.9;601356;475656
21.7;578128;469040
21.3;607987;470844
22.3;614022;469084
13.8;583180;474045
22.3;611286;466531
20.4;622324;470765
21.1;585907;473194
22;648317;471991
22.1;549596;471797
22.5;567783;472294
23.3;633296;473882
17.2;584480;475606
20.1;647945;472294
22.8;604152;474054
23.7;610873;467999
24.4;616960;467346
23.7;634261;465878
22.7;627997;473954
22.6;605801;467364
25.2;626471;469214
22.1;609659;472639
23.1;608898;477619
18.4;605628;473187
21.8;579684;472513
21.5;576760;475107
22.5;625250;471939
17.3;626224;478531
23.4;641305;472509
21.3;601356;475656
23.6;578128;469040
24.6;607987;470844
23.6;614022;469084
18.6;583180;474045
24.6;611286;466531
23.3;622324;470765
24;585907;473194
24;648317;471991
25.2;549596;471797
26.2;633296;473882
21.4;584480;475606
23;647945;472294
25.9;610873;467999
27.9;616960;467346
27;634261;465878
25.5;627997;473954
24.3;605801;467364
27.6;626471;469214
25.9;609659;472639
24.6;608898;477619
23.2;605628;473187
24.5;579684;472513
23.9;576760;475107
25;625250;471939
21;626224;478531
26.3;641305;472509
23.5;601356;475656
25.1;578128;469040
27.5;607987;470844
25.4;614022;469084
22.7;583180;474045
26.6;611286;466531
26.2;622324;470765
26.1;585907;473194
26.8;648317;471991
28.1;549596;471797
27.8;633296;473882
23.9;584480;475606
25.5;647945;472294
27.9;610873;467999
29.7;616960;467346
29.2;634261;465878
27.3;627997;473954
25.8;605801;467364
29;626471;469214
27.4;609659;472639
26.3;608898;477619
25.7;605628;473187
26.3;579684;472513
25.8;576760;475107
27.5;625250;471939
23.3;626224;478531
27.7;641305;472509
24.8;601356;475656
26.9;578128;469040
30.1;607987;470844
26.8;614022;469084
24.8;583180;474045
28.2;611286;466531
28.9;622324;470765
28.2;585907;473194
28.4;648317;471991
26.9;549596;471797
26.7;567783;472294
29.1;633296;473882
23.2;584480;475606
24.6;647945;472294
27.3;604152;474054
27.5;610873;467999
27.9;616960;467346
28.1;634261;465878
28.9;627997;473954
25.6;605801;467364
28.3;626471;469214
28.9;609659;472639
25.6;608898;477619
25.2;605628;473187
26.7;579684;472513
29.3;576760;475107
27.7;625250;471939
26;626224;478531
30.7;641305;472509
23.8;601356;475656
26;578128;469040
29;607987;470844
27.6;614022;469084
22.9;583180;474045
27.3;611286;466531
27.7;622324;470765
26.3;585907;473194
29.7;648317;471991
21.9;549596;471797
23.3;633296;473882
15.8;584480;475606
18.8;647945;472294
24.7;610873;467999
25;616960;467346
24.8;634261;465878
22.7;627997;473954
24.1;605801;467364
25.6;626471;469214
22.1;609659;472639
20.6;608898;477619
17.5;605628;473187
21.6;579684;472513
19.9;576760;475107
22.1;625250;471939
14.7;626224;478531
24.4;641305;472509
19;601356;475656
24.3;578128;469040
24.6;607987;470844
24.4;614022;469084
16.7;583180;474045
25.6;611286;466531
23.6;622324;470765
23.5;585907;473194
25.3;648317;471991
18.6;549596;471797
20.5;633296;473882
11.9;584480;475606
13.3;647945;472294
22.4;610873;467999
21;616960;467346
20.1;634261;465878
19.5;627997;473954
22.2;605801;467364
22.1;626471;469214
19.1;609659;472639
20.1;608898;477619
13.9;605628;473187
19.1;579684;472513
18.3;576760;475107
18.5;625250;471939
13.1;626224;478531
20.9;641305;472509
17.8;601356;475656
22;578128;469040
21;607987;470844
21.9;614022;469084
12.8;583180;474045
22.4;611286;466531
18.8;622324;470765
21.2;585907;473194
21.8;648317;471991
16.9;549596;471797
18.8;633296;473882
10;584480;475606
12.6;647945;472294
20.7;610873;467999
19.7;616960;467346
18.9;634261;465878
17.8;627997;473954
20.6;605801;467364
20.5;626471;469214
17.7;609659;472639
17.7;608898;477619
12.5;605628;473187
17.3;579684;472513
16.3;576760;475107
17.3;625250;471939
11.4;626224;478531
19.1;641305;472509
15.6;601356;475656
20.1;578128;469040
19.5;607987;470844
20.4;614022;469084
11.3;583180;474045
21.2;611286;466531
17.7;622324;470765
19.2;585907;473194
20.4;648317;471991
18.3;549596;471797
19.2;567783;472294
19.8;633296;473882
12.6;584480;475606
15;647945;472294
19.6;604152;474054
21.5;610873;467999
20.4;616960;467346
19.5;634261;465878
19.1;627997;473954
21.1;605801;467364
21.2;626471;469214
18.9;609659;472639
19.2;608898;477619
14.1;605628;473187
18.7;579684;472513
17.5;576760;475107
18.7;625250;471939
13.1;626224;478531
19.5;641305;472509
16.6;601356;475656
20.8;578128;469040
20.6;607987;470844
21.3;614022;469084
13.5;583180;474045
21.5;611286;466531
19;622324;470765
19.9;585907;473194
20.3;648317;471991
21.3;549596;471797
21.2;633296;473882
14;584480;475606
15.1;647945;472294
23;610873;467999
22.6;616960;467346
21.3;634261;465878
20.2;627997;473954
22.4;605801;467364
22.6;626471;469214
20.8;609659;472639
19.7;608898;477619
15.9;605628;473187
21;579684;472513
19.8;576760;475107
19.9;625250;471939
14.1;626224;478531
21.7;641305;472509
18.9;601356;475656
22.6;578128;469040
22.5;607987;470844
22.6;614022;469084
14.9;583180;474045
23.3;611286;466531
20.1;622324;470765
22.5;585907;473194
22.8;648317;471991
22.6;549596;471797
22.8;633296;473882
17.5;584480;475606
20.4;647945;472294
24.1;610873;467999
24.8;616960;467346
24.6;634261;465878
21.6;627997;473954
23.3;605801;467364
24.6;626471;469214
21.5;609659;472639
20.5;608898;477619
18.9;605628;473187
21.1;579684;472513
19.5;576760;475107
22;625250;471939
17.1;626224;478531
22.3;641305;472509
18.9;601356;475656
23;578128;469040
23.9;607987;470844
23.9;614022;469084
18.3;583180;474045
24.6;611286;466531
24.1;622324;470765
22.8;585907;473194
23.7;648317;471991
18.2;549596;471797
21.3;633296;473882
11.1;584480;475606
14.7;647945;472294
23.1;610873;467999
21.6;616960;467346
20.7;634261;465878
20.2;627997;473954
22.9;605801;467364
23.4;626471;469214
19.2;609659;472639
19.3;608898;477619
13.8;605628;473187
18.6;579684;472513
